Date,Open,High,Low,Close,Adj Close,Volume
07-08-2014,23.7325,23.987499,23.525,23.620001,21.051954,186844000
08-08-2014,23.565001,23.705,23.32,23.684999,21.109882,167460000
11-08-2014,23.817499,24.02,23.709999,23.997499,21.388407,146340000
12-08-2014,24.01,24.219999,23.9025,23.9925,21.383951,135180000
13-08-2014,24.0375,24.309999,24.01,24.309999,21.666933,127664000
14-08-2014,24.3325,24.3925,24.200001,24.375,21.724865,112464000
15-08-2014,24.475,24.547501,24.215,24.495001,21.831821,195804000
18-08-2014,24.622499,24.842501,24.495001,24.790001,22.094751,190288000
19-08-2014,24.852501,25.17,24.83,25.1325,22.400005,277596000
20-08-2014,25.110001,25.272499,24.987499,25.1425,22.408924,210796000
21-08-2014,25.1425,25.235001,25.0275,25.145,22.411154,133912000
22-08-2014,25.0725,25.3675,25.047501,25.33,22.576035,176736000
25-08-2014,25.4475,25.5425,25.32,25.385,22.625055,161080000
26-08-2014,25.355,25.375,25.215,25.2225,22.480223,132608000
27-08-2014,25.254999,25.6425,25.174999,25.532499,22.756517,209476000
28-08-2014,25.397499,25.695,25.389999,25.5625,22.783253,273840000
29-08-2014,25.715,25.725,25.549999,25.625,22.838964,178380000
02-09-2014,25.764999,25.934999,25.68,25.825001,23.017223,214256000
03-09-2014,25.775,25.799999,24.645,24.735001,22.045725,501684000
04-09-2014,24.7125,25.022499,24.4475,24.530001,21.863012,342872000
05-09-2014,24.700001,24.8475,24.577499,24.7425,22.052406,233828000
08-09-2014,24.825001,24.827499,24.512501,24.59,21.916492,185426800
09-09-2014,24.77,25.77,24.035,24.497499,21.834047,759385200
